n_samples,rmse_log,bias_log,correlation,correlation_log,mad,spearman_rho,spearman_log_rho,spearman_p,kendall_rho,kendall_p,efio,ks,radius_g,flow_multiplier
58,3.0993929987704747,-2.707671638764286,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.01,10.0,1.0
58,3.1008860208601297,-2.7127425744600053,0.5654864949466104,0.3428630317216424,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.05,10.0,1.0
58,3.103424290970873,-2.7190749782707866,0.5654864949466102,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.1,10.0,1.0
58,3.1036614566586582,-2.71958545110058,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.01,10.0,1.0
58,3.1062735561182206,-2.724643752931264,0.5654864949466104,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.05,10.0,1.0
58,3.1101981729614514,-2.7309541743674712,0.5654864949466102,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.1,10.0,1.0
58,3.110714935493015,-2.7317060186911877,0.5654864949466103,0.3428630317216424,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.2,10.0,1.0
58,3.120193027753385,-2.743508166312552,0.5654864949466103,0.34286303172164223,0.6310453788302925,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.2,10.0,1.0
58,3.123527810444733,-2.7470411960016854,0.5654864949466106,0.3428630317216424,0.6310453788302925,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.01,10.0,1.0
58,3.123527810444733,-2.7470411960016854,0.5654864949466106,0.3428630317216424,0.6310453788302925,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.01,10.0,10.0
58,3.1285934259805215,-2.752000664217876,0.5654864949466104,0.3428630317216423,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.05,10.0,1.0
58,3.1285934259805215,-2.752000664217876,0.5654864949466104,0.3428630317216423,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.05,10.0,10.0
58,3.1354838459823795,-2.7581406288544126,0.5654864949466104,0.34286303172164234,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.1,10.0,1.0
58,3.1354838459823795,-2.7581406288544126,0.5654864949466104,0.34286303172164234,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.1,10.0,10.0
58,3.1360652311244714,-2.758632403429934,0.5654864949466106,0.3428630317216423,0.6160718406463164,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.01,10.0,10.0
58,3.1420212280615534,-2.763473666133267,0.5654864949466104,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.05,10.0,10.0
58,3.1488688654177097,-2.768660451225638,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,1.0
58,3.1499025906069713,-2.7694132101391773,0.5654864949466104,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.1,10.0,10.0
58,3.1508709276415834,-2.7701117792512253,0.5654864949466104,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,1.0
58,3.1508709276415834,-2.7701117792512253,0.5654864949466104,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.2,10.0,10.0
58,3.1645411925236306,-2.7793827820552357,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,1.0
58,3.166654244925695,-2.780730290065861,0.5654864949466104,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.2,10.0,10.0
58,3.1714989437105583,-2.7837462995209568,0.5654864949466104,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.01,10.0,10.0
58,3.1714989437105583,-2.7837462995209568,0.5654864949466104,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.01,10.0,100.0
58,3.17828264771128,-2.7878130705870943,0.5654864949466103,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.05,10.0,10.0
58,3.17828264771128,-2.7878130705870943,0.5654864949466103,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.05,10.0,100.0
58,3.1865010541822936,-2.7925250622067823,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.1,10.0,10.0
58,3.1865010541822936,-2.7925250622067823,0.5654864949466102,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.1,10.0,100.0
58,3.1871445743959823,-2.792884997717748,0.5654864949466104,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.01,10.0,100.0
58,3.193314541461665,-2.7962749871044497,0.5654864949466103,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.05,10.0,100.0
58,3.199506690207672,-2.7995735633098455,0.5654864949466101,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,1.0
58,3.199506690207672,-2.7995735633098455,0.5654864949466101,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,10.0
58,3.200362438854923,-2.80002180868043,0.5654864949466102,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.1,10.0,100.0
58,3.2011459863597493,-2.800430676270878,0.5654864949466103,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,10.0
58,3.2011459863597493,-2.800430676270878,0.5654864949466103,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.2,10.0,100.0
58,3.210482523728497,-2.8051938600275728,0.5654864949466101,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,10.0
58,3.211663933925375,-2.805783011419234,0.5654864949466103,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.2,10.0,100.0
58,3.2141405819269284,-2.807008762681241,0.5654864949466103,0.34286303172164245,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.01,10.0,100.0
58,3.2171154887008147,-2.8084649172852556,0.5654864949466103,0.3428630317216424,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.05,10.0,100.0
58,3.220056937858822,-2.809887933547066,0.5654864949466103,0.34286303172164223,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.1,10.0,100.0
58,3.223533686152566,-2.811549258572129,0.5654864949466104,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,10.0
58,3.223533686152566,-2.811549258572129,0.5654864949466104,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,10000000.0,0.5,10.0,100.0
58,3.2238884400312884,-2.8117175501626424,0.5654864949466103,0.34286303172164234,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.2,10.0,100.0
58,3.2256239759931242,-2.8125376780991616,0.5654864949466104,0.3428630317216424,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,5000000.0,0.5,10.0,100.0
58,3.2273996126752906,-2.8133713533565667,0.5654864949466103,0.3428630317216423,0.6531258267231772,0.21791044379916108,0.21791044379916108,0.10033257946144741,0.18206631226104159,0.09993109432936396,1000000.0,0.5,10.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,1000000.0,0.5,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,5000000.0,0.5,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.01,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.05,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.1,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.2,5.0,100.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,1.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,10.0
58,3.2278591350217023,-2.8135862266319758,,,0.6531258267231772,0.0,0.0,,0.0,,10000000.0,0.5,5.0,100.0
58,3.1393733957406984,-2.751410435377728,0.5662143170117007,0.3069575861368966,0.6615337533646528,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,1.0
58,3.1590849351584542,-2.769695875245539,0.5662143170117007,0.3159668725173512,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,1.0
58,3.198015465715746,-2.7972818900018868,0.566214317011701,0.328383173866773,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,1.0
58,3.198015465715746,-2.7972818900018868,0.566214317011701,0.328383173866773,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,10.0
58,3.2096384434689473,-2.8039911367642105,0.566214317011701,0.3306915254543658,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,10.0
58,3.223333095707292,-2.8112928908963553,0.5662143170117009,0.33281516679285267,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,10.0
58,3.223333095707292,-2.8112928908963553,0.5662143170117009,0.33281516679285267,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,10000000.0,0.5,50.0,100.0
58,3.225520599800334,-2.812408061782519,0.5662143170117009,0.3331048214730724,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,5000000.0,0.5,50.0,100.0
58,3.2273783870327932,-2.813345178077029,0.5662143170117009,0.33334137348024834,0.6531258267231772,-0.009601097082369494,-0.009601097082369494,0.9429762163230249,-0.00969522312214839,0.9227997032929207,1000000.0,0.5,50.0,100.0
58,3.139373394778681,-2.7514104340492658,0.56621431682851,0.3069575849719863,0.6615337591209423,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,1.0
58,3.1590849346609975,-2.769695874557683,0.56621431682851,0.3159668716753678,0.6531258267229767,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,1.0
58,3.1980154656038713,-2.7972818898543363,0.5662143168285098,0.32838317342022305,0.653125826723137,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,1.0
58,3.1980154656038713,-2.7972818898543363,0.56621431682851,0.32838317342022305,0.653125826723137,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,10.0
58,3.2096384434095775,-2.8039911366885386,0.56621431682851,0.3306915250795694,0.6531258267231572,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,10.0
58,3.2233330956942763,-2.811292890880666,0.5662143168285099,0.3328151664841329,0.6531258267231732,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,10.0
58,3.2233330956942763,-2.811292890880666,0.5662143168285099,0.3328151664841329,0.6531258267231732,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,10000000.0,0.5,100.0,100.0
58,3.225520599793714,-2.812408061774623,0.5662143168285099,0.33310482117338164,0.6531258267231752,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,5000000.0,0.5,100.0,100.0
58,3.227378387031449,-2.813345178075441,0.5662143168285098,0.3333413731879357,0.6531258267231768,-0.010259471688263378,-0.010259471688263378,0.9390730985687317,-0.007669761113348614,0.9349975223434382,1000000.0,0.5,100.0,100.0
58,2.7626847313613916,-2.0572564594544693,0.4193238506026706,0.15932910791309207,1.1920322524274243,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,1.0
58,2.832155315744233,-2.2458783979367465,0.4193238506026706,0.16539527897481873,1.1379252333181655,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,1.0
58,3.01279862300456,-2.5636824907535836,0.41932385060267047,0.17278802942108926,0.7676732948118674,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,1.0
58,3.01279862300456,-2.5636824907535836,0.4193238506026705,0.17278802942108926,0.7676732948118674,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,10.0
58,3.077025566326603,-2.649856888623897,0.4193238506026705,0.1714456319211898,0.7216319637213138,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,10.0
58,3.173554900009805,-2.76159765812505,0.41932385060267047,0.16536567066178948,0.681239473098328,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,10.0
58,3.173554900009805,-2.76159765812505,0.41932385060267047,0.16536567066178942,0.681239473098328,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,10000000.0,0.2,50.0,100.0
58,3.1960020717086737,-2.784208966884128,0.41932385060267047,0.1641146702729821,0.6760567983119647,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,5000000.0,0.2,50.0,100.0
58,3.2202203814716577,-2.8068500868750696,0.4193238506026704,0.16355452713630106,0.6531258267231772,-0.014000889351021945,-0.014000889351021945,0.9169221422115315,-0.023119378214353857,0.8172467761426347,1000000.0,0.2,50.0,100.0
58,2.758923518186477,-2.0523188653320825,0.4192454255695508,0.15886543493189859,1.1922907790146937,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,10000000.0,0.2,100.0,1.0
58,2.8300134547761657,-2.2429546062155046,0.4192454255695508,0.16492083865943877,1.1348577860425912,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,5000000.0,0.2,100.0,1.0
58,3.0121814457173794,-2.562823686105429,0.4192454255695507,0.17243651986688774,0.7677850371526724,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,1000000.0,0.2,100.0,1.0
58,3.0121814457173794,-2.562823686105429,0.4192454255695507,0.1724365198668878,0.7677850371526724,-0.017047225339375412,-0.017047225339375412,0.8989318608436729,-0.021730989821154408,0.8172499967177296,10000000.0,0.2,100.0,10.0
